Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
1272,122,517,0.24,Cnoc an Eireannaich,S,East Sutherland/Caithness,"https://www.google.com/maps/search/?api=1&query=58.22522187963404,-3.7766090329864928",https://www.openstreetmap.org/search?query=58.22522187963404%2C-3.7766090329864928,"58.22522187963404,-3.7766090329864928",17,444E,NC 95750 27650,16C,108.1030101,188.1030101,,P100,H500,unclassified,,NA,
1272,122,528,0.23,Gors Lydan,W,Radnor Forest,"https://www.google.com/maps/search/?api=1&query=52.38286444710879,-3.285292139201426",https://www.openstreetmap.org/search?query=52.38286444710879%2C-3.285292139201426,"52.38286444710879,-3.285292139201426","136,148","136,148",SO 12615 76870,31B,380.2050101,245.2050101,,P100,H500,Dewey,,NA,
1272,122,598,0.2,Moel Llygoed,W,Arans,"https://www.google.com/maps/search/?api=1&query=52.76116125532422,-3.5942127809174216",https://www.openstreetmap.org/search?query=52.76116125532422%2C-3.5942127809174216,"52.76116125532422,-3.5942127809174216",125,23E,SH 92520 19365,30E,348.1070101,243.1070101,,P100,H500,Dewey,,NA,
1272,122,602,0.2,Dunslair Heights,S,Moorfoot Hills,"https://www.google.com/maps/search/?api=1&query=55.68077060241969,-3.134333253927296",https://www.openstreetmap.org/search?query=55.68077060241969%2C-3.134333253927296,"55.68077060241969,-3.134333253927296",73,337,NT 28770 43615,28A,304.5320101,235.5320101,,P100,H500,SubGrahamTop,Radio Mast,NA,
1272,122,607,0.2,Eskielawn,S,Glen Prosen,"https://www.google.com/maps/search/?api=1&query=56.78391928873005,-3.1906598068892036",https://www.openstreetmap.org/search?query=56.78391928873005%2C-3.1906598068892036,"56.78391928873005,-3.1906598068892036",44,388S,NO 27350 66450,07A,215.0545101,140.0545101,,P100,H500,SubGrahamTop,,NA,
1272,122,691,0.18,Beinn Eagagach,S,Loch Rannoch to Glen Lyon,"https://www.google.com/maps/search/?api=1&query=56.68662579931932,-3.8700291451786257",https://www.openstreetmap.org/search?query=56.68662579931932%2C-3.8700291451786257,"56.68662579931932,-3.8700291451786257",52,386E,NN 85550 56550,02A,248.1030101,115.1030101,,P100,H500,Graham Top,,NA,
1272,122,729,0.17,Glas Bheinn,S,Coulin,"https://www.google.com/maps/search/?api=1&query=57.438180650161236,-5.496422539045985",https://www.openstreetmap.org/search?query=57.438180650161236%2C-5.496422539045985,"57.438180650161236,-5.496422539045985",25,"428S,429",NG 90250 44050,13B,139.3020101,172.3020101,,P100,H500,Graham Top,,NA,
1272,122,756,0.16,Finbracks,S,Glen Clova,"https://www.google.com/maps/search/?api=1&query=56.8207734738515,-2.9821200615450585",https://www.openstreetmap.org/search?query=56.8207734738515%2C-2.9821200615450585,"56.8207734738515,-2.9821200615450585",44,389,NO 40150 70350,07B,215.1530101,140.1530101,,P100,H750,Graham Top,,NA,
1272,122,885,0.14,Buidhe Bheinn,S,Loch Quoich,"https://www.google.com/maps/search/?api=1&query=57.12705631020512,-5.366347880633594",https://www.openstreetmap.org/search?query=57.12705631020512%2C-5.366347880633594,"57.12705631020512,-5.366347880633594",33,414S,NG 96340 09045,10A,162.2070101,145.2070101,,P100,H750,Corbett Top,,NA,
1272,122,887,0.14,Braid Cairn,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=56.973201772899806,-2.945003929293921",https://www.openstreetmap.org/search?query=56.973201772899806%2C-2.945003929293921,"56.973201772899806,-2.945003929293921",44,395,NO 42650 87285,07B,215.2520101,140.2520101,,P100,H750,Corbett Top,,NA,
1272,122,917,0.13,Carn Aosda,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.895595552917925,-3.42240432306918",https://www.openstreetmap.org/search?query=56.895595552917925%2C-3.42240432306918,"56.895595552917925,-3.42240432306918",43,387N,NO 13450 79150,06B,215.6030101,140.6030101,,P100,H750,Munro,,http://en.wikipedia.org/wiki/Carn_Aosda,
1284,121,579,0.21,Clashenteple Hill,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.2306607220656,-3.064220229322924",https://www.openstreetmap.org/search?query=57.2306607220656%2C-3.064220229322924,"57.2306607220656,-3.064220229322924",37,"405W,420W",NJ 35850 16050,21A,211.3280101,141.3280101,,P100,H500,unclassified,,NA,
1284,121,611,0.2,Beinn Edra,S,Skye - Trotternish,"https://www.google.com/maps/search/?api=1&query=57.581969810791385,-6.258467899364653",https://www.openstreetmap.org/search?query=57.581969810791385%2C-6.258467899364653,"57.581969810791385,-6.258467899364653",23,408,NG 45550 62650,17A,525.1050101,197.1050101,,P100,H500,Graham Top,,NA,
1284,121,618,0.2,Lousie Wood Law,S,Lowther Hills,"https://www.google.com/maps/search/?api=1&query=55.419600254752964,-3.6888600353546837",https://www.openstreetmap.org/search?query=55.419600254752964%2C-3.6888600353546837,"55.419600254752964,-3.6888600353546837","71,78",329,NS 93197 15263,27C,304.7740101,235.7740101,,P100,H500,Graham Top,,NA,
1284,121,638,0.19,Stuc Odhar,S,Trossachs,"https://www.google.com/maps/search/?api=1&query=56.24936860869306,-4.340324567201354",https://www.openstreetmap.org/search?query=56.24936860869306%2C-4.340324567201354,"56.24936860869306,-4.340324567201354",57,365S,NN 55090 08780,01C,292.1020101,107.1020101,,P100,H500,Graham Top,,NA,
1284,121,639,0.19,Carn Mor,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.7059446077243,-4.65079340006738",https://www.openstreetmap.org/search?query=57.7059446077243%2C-4.65079340006738,"57.7059446077243,-4.65079340006738",20,437S,NH 42150 71550,15B,121.1520101,182.1520101,,P100,H500,Graham Top,,NA,
1284,121,703,0.17,Beinn Bhuidhe,S,Inverinate,"https://www.google.com/maps/search/?api=1&query=57.257043484678725,-5.381358656994851",https://www.openstreetmap.org/search?query=57.257043484678725%2C-5.381358656994851,"57.257043484678725,-5.381358656994851","25,33","413N,414N",NG 96150 23550,11A,153.4020101,160.4020101,,P100,H500,Graham Top,,NA,
1284,121,748,0.16,Meall a'Bhuiridh,S,Glencoe - South Side,"https://www.google.com/maps/search/?api=1&query=56.61012473473972,-5.055930313619817",https://www.openstreetmap.org/search?query=56.61012473473972%2C-5.055930313619817,"56.61012473473972,-5.055930313619817",41,384,NN 12550 50650,03B,232.3030101,122.3030101,,P100,H500,Graham Top,,NA,
1284,121,749,0.16,Meikle Millyea,S,Galloway Hills,"https://www.google.com/maps/search/?api=1&query=55.1150756564909,-4.327460247268246",https://www.openstreetmap.org/search?query=55.1150756564909%2C-4.327460247268246,"55.1150756564909,-4.327460247268246",77,318,NX 51650 82550,27B,312.3020101,233.3020101,,P100,H500,Graham Top,,NA,
1284,121,783,0.15,Glaramara,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.4839512477889,-3.165162924968883",https://www.openstreetmap.org/search?query=54.4839512477889%2C-3.165162924968883,"54.4839512477889,-3.165162924968883","89,90","4S,6N",NY 24610 10470,34B,336.0520101,251.0520101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Glaramara,
1284,121,895,0.14,Gars-bheinn,S,The Cuillin,"https://www.google.com/maps/search/?api=1&query=57.1894278484877,-6.191585610911558",https://www.openstreetmap.org/search?query=57.1894278484877%2C-6.191585610911558,"57.1894278484877,-6.191585610911558",32,411,NG 46850 18750,17B,530.1030101,198.1030101,,P100,H750,Corbett Top,Scrambling skills required,NA,
1284,121,946,0.13,Beinn Tulaichean,S,Loch Lomond to Strathyre,"https://www.google.com/maps/search/?api=1&query=56.34263999940361,-4.563529063908551",https://www.openstreetmap.org/search?query=56.34263999940361%2C-4.563529063908551,"56.34263999940361,-4.563529063908551",56,"364N,365N",NN 41650 19650,01C,282.1030101,104.1030101,,P100,H750,Munro,,NA,
1295,120,505,0.24,The Roaches,E,Peak District,"https://www.google.com/maps/search/?api=1&query=53.1721663009501,-1.9998849333866948",https://www.openstreetmap.org/search?query=53.1721663009501%2C-1.9998849333866948,"53.1721663009501,-1.9998849333866948",119,24W,SK 00105 63895,36A,324.9640101,253.9640101,,P100,H500,Dewey,,http://en.wikipedia.org/wiki/The_Roaches,
1295,120,506,0.24,Carn a'Chnuic,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.21070705678174,-3.5917989388011593",https://www.openstreetmap.org/search?query=57.21070705678174%2C-3.5917989388011593,"57.21070705678174,-3.5917989388011593",36,"403N,404N",NJ 03950 14450,08B,211.4650101,141.4650101,,P100,H500,unclassified,,NA,
1295,120,518,0.23,Meall na Fhuaidhe,S,Applecross,"https://www.google.com/maps/search/?api=1&query=57.48588481740652,-5.774753816969814",https://www.openstreetmap.org/search?query=57.48588481740652%2C-5.774753816969814,"57.48588481740652,-5.774753816969814",24,428N,NG 73850 50250,13B,141.3020101,174.3020101,,P100,H500,unclassified,,NA,
1295,120,527,0.23,Beinn a'Chaorainn,S,Sunart,"https://www.google.com/maps/search/?api=1&query=56.718368951505134,-5.612397685715747",https://www.openstreetmap.org/search?query=56.718368951505134%2C-5.612397685715747,"56.718368951505134,-5.612397685715747",40,391,NM 79050 64350,18B,189.1020101,209.1020101,,P100,H500,unclassified,,NA,
1295,120,543,0.22,Core Hill,S,Ochil Hills,"https://www.google.com/maps/search/?api=1&query=56.22128297054154,-3.797943221765199",https://www.openstreetmap.org/search?query=56.22128297054154%2C-3.797943221765199,"56.22128297054154,-3.797943221765199",58,366E,NN 88610 04645,26A,290.1030101,230.1030101,,P100,H500,unclassified,,NA,
1295,120,802,0.15,Swirl How,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.395207660206175,-3.1215215910209113",https://www.openstreetmap.org/search?query=54.395207660206175%2C-3.1215215910209113,"54.395207660206175,-3.1215215910209113","89,90",6N,NY 27280 00550,34D,336.2040101,251.2040101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Swirl_How,
1295,120,808,0.15,A'Chaoirnichain,S,East Sutherland,"https://www.google.com/maps/search/?api=1&query=58.21794664075286,-4.426043308252724",https://www.openstreetmap.org/search?query=58.21794664075286%2C-4.426043308252724,"58.21794664075286,-4.426043308252724",16,443,NC 57585 28030,16D,106.1020101,189.1020101,,P100,H750,Corbett Top,,NA,
1302,119,502,0.24,Meall Iain,S,Sunart,"https://www.google.com/maps/search/?api=1&query=56.736346661821536,-5.581407483640652",https://www.openstreetmap.org/search?query=56.736346661821536%2C-5.581407483640652,"56.736346661821536,-5.581407483640652",40,391,NM 81050 66250,18B,189.1030101,209.1030101,,P100,H500,unclassified,,NA,
1302,119,508,0.23,Carn a'Bhiorain,S,Broom Lochs,"https://www.google.com/maps/search/?api=1&query=57.80372309461653,-5.13102064530336",https://www.openstreetmap.org/search?query=57.80372309461653%2C-5.13102064530336,"57.80372309461653,-5.13102064530336",20,436N,NH 14050 83650,14A,124.4020101,175.4020101,,P100,H500,unclassified,,NA,
1302,119,521,0.23,Harter Fell,E,Howgills,"https://www.google.com/maps/search/?api=1&query=54.39695366482737,-2.4304559068649234",https://www.openstreetmap.org/search?query=54.39695366482737%2C-2.4304559068649234,"54.39695366482737,-2.4304559068649234",91,19S,NY 72150 00250,35A,324.2030101,253.2030101,,P100,H500,Dewey,,NA,
1302,119,545,0.22,Green Hill,S,Dumfriesshire,"https://www.google.com/maps/search/?api=1&query=55.24381038627519,-4.004928488531987",https://www.openstreetmap.org/search?query=55.24381038627519%2C-4.004928488531987,"55.24381038627519,-4.004928488531987",77,329,NX 72630 96235,27C,308.4020101,234.4020101,,P100,H500,unclassified,Striding Arch' of sandstone on SW ridge 1km from summit,NA,
1302,119,546,0.22,Cnoc Muigh-bhlaraidh,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.81173716439567,-4.294900432435154",https://www.openstreetmap.org/search?query=57.81173716439567%2C-4.294900432435154,"57.81173716439567,-4.294900432435154",20,438W,NH 63750 82550,15B,121.5020101,182.5020101,,P100,H500,unclassified,,NA,
1302,119,670,0.18,Waun-oer,W,Cadair Idris,"https://www.google.com/maps/search/?api=1&query=52.71704816710073,-3.799362386208547",https://www.openstreetmap.org/search?query=52.71704816710073%2C-3.799362386208547,"52.71704816710073,-3.799362386208547",124,23E,SH 78555 14785,30F,348.7020101,243.7020101,,P100,H500,Hewitt,,NA,
1302,119,674,0.18,Curleywee,S,Galloway Hills,"https://www.google.com/maps/search/?api=1&query=55.06290410538192,-4.421530535107955",https://www.openstreetmap.org/search?query=55.06290410538192%2C-4.421530535107955,"55.06290410538192,-4.421530535107955",77,319,NX 45450 76950,27B,312.4020101,233.4020101,,P100,H500,Graham Top,,NA,
1302,119,883,0.13,Carn Leac,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.04320384627356,-4.628109063888696",https://www.openstreetmap.org/search?query=57.04320384627356%2C-4.628109063888696,"57.04320384627356,-4.628109063888696",34,401,NN 40650 97750,09B,201.4080101,142.4080101,,P100,H750,Corbett Top,,NA,
1302,119,1064,0.11,Cairn of Claise,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.89382610401937,-3.3386144613809003",https://www.openstreetmap.org/search?query=56.89382610401937%2C-3.3386144613809003,"56.89382610401937,-3.3386144613809003",43,"387N,388N",NO 18550 78850,07A,215.0524101,140.0524101,,P100,H1000,Munro,,NA,
1311,118,511,0.23,Nether Oliver Dod,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.52064806784476,-3.429877411823832",https://www.openstreetmap.org/search?query=55.52064806784476%2C-3.429877411823832,"55.52064806784476,-3.429877411823832",72,336,NT 09820 26140,28B,304.3330101,235.3330101,,P100,H500,unclassified,,NA,
1311,118,525,0.22,Carnferg,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=57.02877305490093,-2.7882591234524057",https://www.openstreetmap.org/search?query=57.02877305490093%2C-2.7882591234524057,"57.02877305490093,-2.7882591234524057","37,44",395,NO 52250 93350,07B,215.2540101,140.2540101,,P100,H500,unclassified,,NA,
1311,118,527,0.22,Grumack Hill,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.38144160289416,-2.970453124740074",https://www.openstreetmap.org/search?query=57.38144160289416%2C-2.970453124740074,"57.38144160289416,-2.970453124740074",37,420W,NJ 41750 32750,21A,211.3420101,141.3420101,,P100,H500,unclassified,,NA,
1311,118,557,0.21,Carn nam Feithean,S,Dundonnell Forest,"https://www.google.com/maps/search/?api=1&query=57.75954610097543,-5.1725979593530536",https://www.openstreetmap.org/search?query=57.75954610097543%2C-5.1725979593530536,"57.75954610097543,-5.1725979593530536",19,"435N,435S",NH 11350 78850,14A,124.3020101,175.3020101,,P100,H500,unclassified,,NA,
1311,118,563,0.21,Bryn Du,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.914955412635706,-3.272736971877246",https://www.openstreetmap.org/search?query=52.914955412635706%2C-3.272736971877246,"52.914955412635706,-3.272736971877246",125,255,SJ 14515 36040,30E,348.4030101,243.4030101,,P100,H500,Dewey,,NA,
1311,118,588,0.2,Carn Meadhonach,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.23963646487209,-3.4273456967102818",https://www.openstreetmap.org/search?query=57.23963646487209%2C-3.4273456967102818,"57.23963646487209,-3.4273456967102818",36,404N,NJ 13950 17450,08B,211.4680101,141.4680101,,P100,H500,unclassified,,NA,
1311,118,655,0.18,Moel yr Ogof,W,Hebog,"https://www.google.com/maps/search/?api=1&query=53.008444374512706,-4.152879175391424",https://www.openstreetmap.org/search?query=53.008444374512706%2C-4.152879175391424,"53.008444374512706,-4.152879175391424",115,"17W,254",SH 55650 47850,30B,372.1030101,237.1030101,,P100,H500,Hewitt,,NA,
1311,118,726,0.16,Ullscarf,E,Lakes: C Fells,"https://www.google.com/maps/search/?api=1&query=54.49992628722187,-3.09551188003533",https://www.openstreetmap.org/search?query=54.49992628722187%2C-3.09551188003533,"54.49992628722187,-3.09551188003533","89,90",4S,NY 29150 12175,34B,336.1520101,251.1520101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Ullscarf,
1311,118,786,0.15,Carn Chois,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.42634407696674,-3.9608500848078",https://www.openstreetmap.org/search?query=56.42634407696674%2C-3.9608500848078,"56.42634407696674,-3.9608500848078","51,52","368W,379W",NN 79160 27740,01A,286.1020101,101.1020101,,P100,H750,Corbett Top,,NA,
1311,118,899,0.13,Beinn a'Chait,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.85118233156289,-3.861833263535596",https://www.openstreetmap.org/search?query=56.85118233156289%2C-3.861833263535596,"56.85118233156289,-3.861833263535596",43,394E,NN 86550 74850,06A,211.6220101,141.6220101,,P100,H750,Corbett Top,,NA,
1311,118,953,0.12,Meall Dearg,S,Aonach Eagach,"https://www.google.com/maps/search/?api=1&query=56.68066752291389,-5.003182619060734",https://www.openstreetmap.org/search?query=56.68066752291389%2C-5.003182619060734,"56.68066752291389,-5.003182619060734",41,384,NN 16130 58355,03A,231.1030101,120.1030101,,P100,H750,Munro,,NA,
1311,118,963,0.12,Sgurr nan Fhir Duibhe,S,Beinn Eighe,"https://www.google.com/maps/search/?api=1&query=57.58523078835953,-5.378309926323905",https://www.openstreetmap.org/search?query=57.58523078835953%2C-5.378309926323905,"57.58523078835953,-5.378309926323905",19,433,NG 98150 60050,13A,134.1060101,170.1060101,,P100,H750,MunroTop,,NA,
1311,118,1258,0.09,Sgor an Lochain Uaine,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.058263660730574,-3.7257585132855318",https://www.openstreetmap.org/search?query=57.058263660730574%2C-3.7257585132855318,"57.058263660730574,-3.7257585132855318","36,43",403S,NN 95430 97680,08A,211.5230101,141.5230101,,P100,H1000,Munro,,http://en.wikipedia.org/wiki/Sgor_an_Lochain_Uaine,
1324,117,503,0.23,Wether Hill,S,Ochil Hills,"https://www.google.com/maps/search/?api=1&query=56.23384119453081,-3.7398042299786987",https://www.openstreetmap.org/search?query=56.23384119453081%2C-3.7398042299786987,"56.23384119453081,-3.7398042299786987",58,366E,NN 92250 05950,26A,290.1040101,230.1040101,,P100,H500,unclassified,,NA,
1324,117,553,0.21,Height of Hazely,E,Dales: S Fells,"https://www.google.com/maps/search/?api=1&query=54.26955210179754,-1.9439982673792653",https://www.openstreetmap.org/search?query=54.26955210179754%2C-1.9439982673792653,"54.26955210179754,-1.9439982673792653",98,30S,SE 03745 85990,35B,324.6420101,253.6420101,,P100,H500,Dewey,,NA,
